# DDS,RB1A,RB2,RB3,RB4,RB1B,,RB1A',RB1B'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005025125628140704,5.351697272797592e-05,0.0009189028097004103,0.005025125628140704,-0.006514026324441998,0.0007298937556975504,0.005025125628140704,5.351697272797592e-05,0.0007298937556975504
0.010050251256281407,0.00026864032500261207,0.0017535862621228838,0.010050251256281407,-0.0055684138086234255,0.0015487667864843649,0.010050251256281407,0.00026864032500261207,0.0015487667864843649
0.01507537688442211,0.0004837636772772482,0.002588269714545357,0.01507537688442211,-0.004622801292804852,0.0023676398172711795,0.01507537688442211,0.0004837636772772482,0.0023676398172711795
0.020100502512562814,0.0006988870295518844,0.003422953166967831,0.020100502512562814,-0.0036771887769862796,0.003186512848057994,0.020100502512562814,0.0006988870295518844,0.003186512848057994
0.02512562814070352,0.0013009514392278237,0.005705367546370024,0.02512562814070352,-0.0014035908105214732,0.005552250113598645,0.02512562814070352,0.0013009514392278237,0.005552250113598645
0.03015075376884422,0.0019282511352560214,0.008082199160140458,0.03015075376884422,0.0009566149027246075,0.008018869829231935,0.03015075376884422,0.0019282511352560214,0.008018869829231935
0.035175879396984924,0.0025555508312842196,0.010459030773910891,0.035175879396984924,0.0033168206159706892,0.010485489544865228,0.035175879396984924,0.0025555508312842196,0.010485489544865228
0.04020100502512563,0.0031828505273124178,0.012835862387681328,0.04020100502512563,0.005677026329216771,0.012952109260498522,0.04020100502512563,0.0031828505273124178,0.012952109260498522
0.04522613065326633,0.004205836705782312,0.016340243244627694,0.04522613065326633,0.009483575447304186,0.016789856348308367,0.04522613065326633,0.004205836705782312,0.016789856348308367
0.05025125628140704,0.005284034951569651,0.02000195655411023,0.05025125628140704,0.01349193992420667,0.020818923534561454,0.05025125628140704,0.005284034951569651,0.020818923534561454
0.05527638190954774,0.00636223319735699,0.023663669863592775,0.05527638190954774,0.01750030440110915,0.024847990720814537,0.05527638190954774,0.00636223319735699,0.024847990720814537
0.06030150753768844,0.0074404314431443285,0.027325383173075306,0.06030150753768844,0.02150866887801163,0.028877057907067617,0.06030150753768844,0.0074404314431443285,0.028877057907067617
0.06532663316582915,0.008838241532672677,0.032198668277241174,0.06532663316582915,0.026999920496885186,0.03415758145500079,0.06532663316582915,0.008838241532672677,0.03415758145500079
0.07035175879396985,0.010307964287042748,0.037344557035210786,0.07035175879396985,0.03282482172270221,0.03971968268431198,0.07035175879396985,0.010307964287042748,0.03971968268431198
0.07537688442211056,0.011777687041412823,0.042490445793180405,0.07537688442211056,0.038649722948519254,0.04528178391362318,0.07537688442211056,0.011777687041412823,0.04528178391362318
0.08040201005025126,0.013247409795782894,0.04763633455115001,0.08040201005025126,0.04447462417433627,0.050843885142934364,0.08040201005025126,0.013247409795782894,0.050843885142934364
0.08542713567839195,0.015097242354278855,0.05368441436602638,0.08542713567839195,0.050743663579893614,0.05743565273835406,0.08542713567839195,0.015097242354278855,0.05743565273835406
0.09045226130653267,0.017070353768167,0.060025096685845505,0.09045226130653267,0.05715674780050188,0.06436136618224139,0.09045226130653267,0.017070353768167,0.06436136618224139
0.09547738693467336,0.01904346518205514,0.0663657790056646,0.09547738693467336,0.06356983202111012,0.0712870796261287,0.09547738693467336,0.01904346518205514,0.0712870796261287
0.10050251256281408,0.021016576595943286,0.07270646132548372,0.10050251256281408,0.06998291624171839,0.07821279307001602,0.10050251256281408,0.021016576595943286,0.07821279307001602
0.10552763819095477,0.023228518848813495,0.07964906323357669,0.10552763819095477,0.07777005362386907,0.08607244097265221,0.10552763819095477,0.023228518848813495,0.08607244097265221
0.11055276381909548,0.025545827648293443,0.08685721790120228,0.11055276381909548,0.08616339093022966,0.09434411878355999,0.11055276381909548,0.025545827648293443,0.09434411878355999
0.11557788944723618,0.027863136447773384,0.09406537256882784,0.11557788944723618,0.09455672823659024,0.10261579659446772,0.11557788944723618,0.027863136447773384,0.10261579659446772
0.12060301507537688,0.03018044524725333,0.10127352723645341,0.12060301507537688,0.10295006554295082,0.11088747440537547,0.12060301507537688,0.03018044524725333,0.11088747440537547
0.12562814070351758,0.032736742941077084,0.10903060123767688,0.12562814070351758,0.11167881354690942,0.11991987111748632,0.12562814070351758,0.032736742941077084,0.11991987111748632
0.1306532663316583,0.03543180838000372,0.11710640259389271,0.1306532663316583,0.12060231614947338,0.1293939755786829,0.1306532663316583,0.03543180838000372,0.1293939755786829
0.135678391959799,0.03812687381893033,0.12518220395010848,0.135678391959799,0.1295258187520373,0.13886808003987944,0.135678391959799,0.03812687381893033,0.13886808003987944
0.1407035175879397,0.04082193925785695,0.1332580053063243,0.1407035175879397,0.1384493213546012,0.14834218450107597,0.1407035175879397,0.04082193925785695,0.14834218450107597
0.1457286432160804,0.04372008116715592,0.14180554374976848,0.1457286432160804,0.14816753981498682,0.1585891097162553,0.1457286432160804,0.04372008116715592,0.1585891097162553
0.15075376884422112,0.04677053042923418,0.15070688500863397,0.15075376884422112,0.1584817951687388,0.16941565049692178,0.15075376884422112,0.04677053042923418,0.16941565049692178
0.15577889447236182,0.04982097969131242,0.1596082262674994,0.15577889447236182,0.1687960505224907,0.18024219127758823,0.15577889447236182,0.04982097969131242,0.18024219127758823
0.16080402010050251,0.052871428953390656,0.1685095675263649,0.16080402010050251,0.1791103058762426,0.19106873205825464,0.16080402010050251,0.052871428953390656,0.19106873205825464
0.1658291457286432,0.05616729448313404,0.177715989365994,0.1658291457286432,0.18957247507259511,0.2021494908621406,0.1658291457286432,0.05616729448313404,0.2021494908621406
0.1708542713567839,0.05969875962983595,0.18721528856315628,0.1708542713567839,0.20017664155784423,0.2134742989683173,0.1708542713567839,0.05969875962983595,0.2134742989683173
0.17587939698492464,0.06323022477653789,0.19671458776031858,0.17587939698492464,0.2107808080430934,0.22479910707449402,0.17587939698492464,0.06323022477653789,0.22479910707449402
0.18090452261306533,0.0667616899232398,0.20621388695748083,0.18090452261306533,0.22138497452834255,0.23612391518067072,0.18090452261306533,0.0667616899232398,0.23612391518067072
0.18592964824120603,0.07047435043628401,0.21608802233512953,0.18592964824120603,0.23252261745674294,0.24780502454130432,0.18592964824120603,0.07047435043628401,0.24780502454130432
0.19095477386934673,0.07440938708074829,0.22642218393428432,0.19095477386934673,0.2443149814744653,0.25992341271422587,0.19095477386934673,0.07440938708074829,0.25992341271422587
0.19597989949748745,0.0783444237252126,0.23675634553343913,0.19597989949748745,0.2561073454921877,0.2720418008871476,0.19597989949748745,0.0783444237252126,0.2720418008871476
0.20100502512562815,0.08227946036967687,0.24709050713259395,0.20100502512562815,0.2678997095099101,0.2841601890600692,0.20100502512562815,0.08227946036967687,0.2841601890600692
0.20603015075376885,0.0863212684814135,0.25722994327821525,0.20603015075376885,0.2795118448429594,0.29646083438282783,0.20603015075376885,0.0863212684814135,0.29646083438282783
0.21105527638190955,0.09053166312042225,0.26706191818141545,0.21105527638190955,0.29083940856863,0.3090492541526977,0.21105527638190955,0.09053166312042225,0.3090492541526977
0.21608040201005024,0.09474205775943102,0.27689389308461565,0.21608040201005024,0.30216697229430073,0.3216376739225676,0.21608040201005024,0.09474205775943102,0.3216376739225676
0.22110552763819097,0.0989524523984398,0.28672586798781585,0.22110552763819097,0.3134945360199715,0.3342260936924375,0.22110552763819097,0.0989524523984398,0.3342260936924375
0.22613065326633167,0.10320190293692279,0.29656411392507737,0.22613065326633167,0.3253444317602582,0.3471522064718638,0.22613065326633167,0.10320190293692279,0.3471522064718638
0.23115577889447236,0.10753190626807135,0.3064152938700902,0.23115577889447236,0.33827163728069026,0.3607748110835002,0.23115577889447236,0.10753190626807135,0.3607748110835002
0.23618090452261306,0.11186190959921992,0.3162664738151031,0.23618090452261306,0.35119884280112235,0.3743974156951365,0.23618090452261306,0.11186190959921992,0.3743974156951365
0.24120603015075376,0.11619191293036849,0.32611765376011603,0.24120603015075376,0.3641260483215544,0.38802002030677296,0.24120603015075376,0.11619191293036849,0.38802002030677296
0.24623115577889448,0.12073126207559506,0.33619371895712363,0.24623115577889448,0.3769938080672372,0.4016178106025664,0.24623115577889448,0.12073126207559506,0.4016178106025664
0.25125628140703515,0.12585033809057597,0.3468925433135008,0.25125628140703515,0.3896969487443835,0.4151468843314098,0.25125628140703515,0.12585033809057597,0.4151468843314098
0.2562814070351759,0.1309694141055569,0.35759136766987804,0.2562814070351759,0.4024000894215298,0.4286759580602534,0.2562814070351759,0.1309694141055569,0.4286759580602534
0.2613065326633166,0.13608849012053786,0.3682901920262553,0.2613065326633166,0.4151032300986762,0.44220503178909687,0.2613065326633166,0.13608849012053786,0.44220503178909687
0.2663316582914573,0.14120949788847476,0.37876335899097996,0.2663316582914573,0.42776554486120877,0.45569076644540873,0.2663316582914573,0.14120949788847476,0.45569076644540873
0.271356783919598,0.14633803949294005,0.38835646212826,0.271356783919598,0.44026863855674814,0.46900747871884757,0.271356783919598,0.14633803949294005,0.46900747871884757
0.2763819095477387,0.15146658109740535,0.39794956526554004,0.2763819095477387,0.45277173225228756,0.4823241909922864,0.2763819095477387,0.15146658109740535,0.4823241909922864
0.2814070351758794,0.1565951227018706,0.40754266840282,0.2814070351758794,0.4652748259478269,0.4956409032657251,0.2814070351758794,0.1565951227018706,0.4956409032657251
0.2864321608040201,0.16177455638129376,0.41721634743900404,0.2864321608040201,0.47766733855421695,0.5088155064863369,0.2864321608040201,0.16177455638129376,0.5088155064863369
0.2914572864321608,0.16725934251046407,0.4273734818686123,0.2914572864321608,0.4893963646257113,0.5211374553899868,0.2914572864321608,0.16725934251046407,0.5211374553899868
0.2964824120603015,0.17274412863963445,0.4375306162982207,0.2964824120603015,0.5011253906972057,0.5334594042936368,0.2964824120603015,0.17274412863963445,0.5334594042936368
